Product ID,Web Traffic,Cart Status,Stock Status,Units Sold,Present Price,Customer Ratings
620,7748,incart,out of product,142,951,4.1
621,441,incart,in stock,390,750,2.7
622,2262,purchased,in stock,61,557,3.8
623,4530,purchased,out of product,175,757,1.4
624,6998,incart,in stock,249,223,1.8
625,1549,purchased,in stock,192,613,4.7
626,6305,incart,in stock,324,45,1.7
627,8619,incart,in stock,397,37,1.8
628,2263,purchased,in stock,99,969,1.8
629,8557,incart,in stock,341,114,3.1
630,4577,purchased,out of product,310,714,1.9
631,3831,purchased,in stock,115,158,4.0
632,4921,incart,in stock,21,272,4.7
633,3181,incart,out of product,197,855,1.1
634,8025,purchased,in stock,324,179,1.9
635,4519,incart,in stock,309,243,2.1
636,8329,purchased,in stock,374,510,4.2
637,4090,purchased,in stock,21,594,1.2
638,4757,purchased,out of product,221,417,4.2
639,6502,incart,out of product,227,890,3.1
640,4886,incart,in stock,257,245,4.1
641,6180,purchased,out of product,271,886,3.6
642,6964,incart,out of product,286,429,4.0
643,336,purchased,in stock,222,67,2.2
644,2835,incart,in stock,6,921,1.3
645,3718,purchased,out of product,265,63,4.7
646,6227,purchased,out of product,133,87,4.2
647,7492,incart,in stock,467,230,3.3
648,3925,purchased,out of product,276,159,1.8
649,8505,incart,out of product,60,672,3.9
650,1972,incart,out of product,99,986,1.6
651,2167,purchased,in stock,25,480,1.9
652,6476,purchased,in stock,183,711,3.3
653,7851,incart,out of product,434,242,2.0
654,1446,purchased,in stock,144,43,1.6
655,839,purchased,out of product,276,783,1.0
656,4226,purchased,out of product,20,644,2.5
657,3835,incart,out of product,71,511,4.7
658,3537,incart,in stock,323,350,3.1
659,7394,incart,in stock,18,231,1.2
660,9029,incart,out of product,4,685,3.6
661,5194,incart,out of product,69,943,2.8
662,8432,incart,out of product,465,535,3.7
663,6185,incart,out of product,398,527,2.2
664,567,purchased,out of product,116,66,4.1
665,1213,incart,out of product,220,891,3.3
666,2068,incart,out of product,32,361,3.7
667,9574,incart,in stock,362,140,3.2
668,3137,incart,out of product,87,478,1.9
669,5111,incart,in stock,132,662,4.9
670,4968,purchased,out of product,445,425,4.1
671,3744,incart,in stock,474,124,1.5
672,5238,purchased,in stock,125,444,2.3
673,6782,incart,out of product,366,911,2.7
674,2479,purchased,in stock,370,23,1.3
675,7289,purchased,out of product,412,642,1.5
676,7285,incart,out of product,92,423,4.5
677,5867,purchased,in stock,239,485,2.0
678,4551,purchased,in stock,325,233,4.8
679,4090,purchased,in stock,249,382,1.6
680,8962,purchased,in stock,340,225,3.3
681,1464,incart,in stock,500,480,2.7
682,6256,purchased,out of product,477,248,1.5
683,7294,purchased,out of product,461,873,1.3
684,4131,incart,in stock,211,910,1.5
685,3506,purchased,in stock,346,318,4.8
686,5498,purchased,out of product,179,146,1.2
687,9879,purchased,in stock,106,275,3.4
688,3085,purchased,in stock,399,907,1.2
689,906,purchased,out of product,447,610,3.1
690,7566,purchased,in stock,268,219,1.9
691,3056,purchased,in stock,462,35,1.3
692,7800,purchased,out of product,216,338,1.7
693,2203,purchased,in stock,312,761,4.2
694,457,incart,in stock,49,829,1.3
695,9151,purchased,out of product,116,209,4.8
696,3421,purchased,out of product,354,111,4.4
697,4069,purchased,out of product,17,721,4.9
698,5937,purchased,out of product,186,960,3.6
699,6228,purchased,out of product,218,158,3.5
700,9088,purchased,out of product,380,125,1.9
701,3805,incart,in stock,112,203,1.5
702,3862,purchased,in stock,53,269,4.3
703,5980,incart,in stock,438,929,1.5
704,5545,incart,in stock,461,873,2.9
705,6728,purchased,in stock,121,585,1.3
706,9068,purchased,in stock,40,85,4.2
707,7091,purchased,in stock,74,438,3.5
708,8190,incart,in stock,278,220,3.2
709,5008,purchased,out of product,331,217,2.7
710,6419,purchased,in stock,198,22,4.5
711,7472,purchased,out of product,92,828,3.9
712,728,purchased,out of product,102,718,3.4
713,9018,incart,out of product,8,432,2.3
714,1567,purchased,in stock,450,123,4.9
715,5184,incart,out of product,259,597,4.7
716,667,purchased,in stock,191,948,2.2
717,6530,incart,out of product,326,323,3.4
718,8859,incart,in stock,460,743,4.3
719,9867,incart,out of product,342,16,2.1
720,6863,incart,out of product,366,185,3.0
721,4264,incart,in stock,228,169,1.6
722,5192,purchased,in stock,264,117,1.9
723,9866,purchased,in stock,478,506,4.3
724,8512,purchased,out of product,18,111,3.0
725,4626,purchased,out of product,220,590,2.1
726,9004,purchased,out of product,419,335,3.4
727,7353,purchased,out of product,384,558,3.5
728,7004,incart,out of product,62,43,4.5
729,3116,purchased,out of product,44,440,2.1
730,4889,incart,out of product,30,431,4.5
731,3872,purchased,in stock,56,942,4.8
732,6340,purchased,out of product,20,632,1.2
733,6596,incart,out of product,60,34,3.2
734,7170,purchased,out of product,22,971,4.7
735,8456,incart,out of product,167,695,2.3
736,9101,incart,in stock,88,503,3.8
737,1320,incart,out of product,84,747,2.8
738,9545,purchased,out of product,172,872,4.6
739,2531,incart,out of product,185,516,4.6
740,9078,purchased,out of product,253,773,2.5
741,6587,incart,out of product,376,152,4.1
742,4448,incart,in stock,309,326,2.4
743,749,incart,in stock,275,211,3.4
744,6316,purchased,in stock,447,761,4.6
745,9781,purchased,out of product,374,87,4.7
746,4358,purchased,out of product,474,831,4.1
747,9516,purchased,in stock,296,548,1.9
748,1106,incart,out of product,191,176,3.0
749,4359,purchased,in stock,66,856,2.7
750,8328,incart,out of product,386,958,2.5
751,1777,purchased,in stock,466,262,1.9
752,6851,incart,out of product,387,486,2.0
753,1064,purchased,in stock,29,329,3.6
754,7445,incart,out of product,444,282,3.0
755,3551,incart,in stock,296,557,5.0
756,1362,purchased,out of product,120,441,2.9
757,4644,purchased,in stock,228,656,3.2
758,8551,incart,in stock,305,56,3.2
759,165,purchased,in stock,135,986,2.3
760,4805,purchased,out of product,353,593,1.5
761,7135,purchased,in stock,341,475,2.4
762,9956,incart,out of product,380,543,2.5
763,5055,purchased,in stock,383,131,4.7
764,2975,purchased,out of product,95,551,2.1
765,6726,incart,out of product,270,173,4.7
766,8409,incart,in stock,163,214,1.2
767,1557,incart,out of product,173,36,1.8
768,2181,incart,out of product,190,976,4.2
769,1293,incart,in stock,493,128,3.7
770,6841,incart,in stock,480,947,2.3
771,6974,purchased,out of product,77,657,3.1
772,2727,incart,in stock,14,999,3.3
773,6935,incart,in stock,247,348,3.4
774,8207,purchased,in stock,379,565,2.4
775,8311,incart,out of product,34,801,1.2
776,3306,purchased,out of product,315,660,3.6
777,1207,purchased,out of product,134,773,3.3
778,1232,incart,in stock,381,15,3.0
779,9975,purchased,out of product,46,665,4.2
780,3244,purchased,out of product,186,254,3.4
781,3980,purchased,out of product,410,394,1.4
782,4467,incart,in stock,117,225,1.1
783,8927,purchased,out of product,126,245,1.6
784,6996,purchased,out of product,27,819,4.5
785,451,purchased,in stock,327,375,4.5
786,4002,purchased,in stock,357,808,3.4
787,9423,incart,out of product,174,509,3.0
788,7687,purchased,in stock,312,779,1.5
789,3074,purchased,in stock,403,920,2.2
790,9422,incart,out of product,32,952,3.3
791,4629,purchased,in stock,263,878,4.3
792,7256,purchased,out of product,399,210,4.9
793,8765,purchased,out of product,279,934,2.4
794,7287,purchased,in stock,488,55,1.8
795,7224,incart,in stock,292,211,2.5
796,178,purchased,in stock,376,151,1.6
797,5257,incart,in stock,11,201,4.8
798,2844,purchased,out of product,3,700,1.1
799,2546,incart,out of product,208,492,1.7
800,8015,incart,in stock,357,149,4.3
801,6526,purchased,out of product,168,517,4.6
802,6620,incart,in stock,233,923,2.0
803,6817,purchased,out of product,296,798,4.8
804,1595,incart,in stock,367,263,2.4
805,7828,purchased,in stock,34,132,2.5
806,805,purchased,in stock,129,16,1.2
807,2443,purchased,in stock,38,209,2.5
808,5499,incart,out of product,29,432,2.1
809,6674,purchased,in stock,310,630,4.2
810,5287,purchased,in stock,269,327,2.0
811,9906,incart,in stock,278,396,2.8
812,4549,purchased,in stock,87,529,2.9
813,2526,purchased,out of product,496,812,4.6
814,7489,incart,in stock,355,922,4.1
815,7662,purchased,in stock,21,157,2.8
816,7357,incart,out of product,244,556,4.2
817,2991,purchased,out of product,335,711,3.8
818,4839,purchased,in stock,385,473,2.6
819,5183,purchased,out of product,230,647,1.2
820,451,incart,out of product,255,605,1.8
821,8148,incart,out of product,219,464,4.6
822,9233,incart,out of product,17,276,1.8
823,3098,purchased,out of product,363,905,1.9
824,9440,purchased,in stock,441,237,1.2
825,1663,incart,out of product,184,745,4.8
826,487,purchased,in stock,287,634,1.5
827,5893,incart,out of product,432,449,2.7
828,3593,incart,in stock,26,123,3.4
829,2911,purchased,in stock,108,784,1.9
830,9812,incart,in stock,334,154,1.8
831,1300,incart,in stock,216,227,4.9
832,3475,purchased,in stock,477,205,3.1
833,490,purchased,out of product,150,760,4.0
834,6681,purchased,in stock,58,777,4.5
835,5518,incart,out of product,495,240,4.7
836,6188,incart,out of product,300,574,3.8
837,7996,incart,in stock,50,432,1.7
838,5335,purchased,in stock,346,527,4.3
839,102,purchased,out of product,30,127,1.7
840,5311,purchased,in stock,369,474,1.8
841,8978,purchased,in stock,468,406,3.3
842,2790,purchased,out of product,327,532,2.7
843,9964,incart,in stock,276,752,2.2
844,5260,incart,out of product,446,782,4.0
845,8281,incart,out of product,431,704,3.2
846,9279,purchased,out of product,195,632,2.5
847,2654,purchased,in stock,97,776,2.4
848,6472,incart,out of product,469,910,3.2
849,1337,incart,out of product,7,79,4.0
850,1963,purchased,in stock,319,457,1.8
851,2708,incart,out of product,58,78,1.6
852,5723,purchased,out of product,64,930,4.5
853,7889,purchased,in stock,494,537,4.1
854,9272,purchased,out of product,121,588,4.4
855,304,purchased,out of product,60,380,4.0
856,2023,incart,in stock,334,319,3.8
857,3800,incart,in stock,275,159,3.4
858,4413,incart,in stock,21,721,3.5
859,4288,purchased,in stock,470,152,1.6
860,8092,purchased,out of product,484,623,1.5
861,7464,incart,in stock,420,222,4.6
862,3676,incart,in stock,157,518,4.2
863,7916,purchased,out of product,142,812,3.9
864,3313,purchased,in stock,64,648,2.6
865,3552,purchased,in stock,467,457,1.1
866,6257,incart,out of product,460,840,3.9
867,3733,incart,out of product,170,915,2.8
868,4191,purchased,out of product,340,446,4.9
869,495,purchased,in stock,225,338,1.8
870,5834,incart,out of product,101,907,3.1
871,7114,incart,in stock,378,896,3.3
872,8238,incart,out of product,371,607,1.5
873,7218,incart,in stock,80,834,4.4
874,6072,purchased,out of product,340,485,4.3
875,789,incart,in stock,386,595,4.8
876,9452,incart,in stock,159,272,2.6
877,6591,incart,in stock,209,946,1.1
878,5057,purchased,out of product,328,955,1.4
879,1412,incart,out of product,491,58,4.4
880,5648,purchased,out of product,284,363,2.3
881,5882,incart,in stock,269,767,2.8
882,4223,incart,out of product,295,450,4.3
883,7172,incart,in stock,453,976,4.5
884,8063,purchased,in stock,46,113,1.0
885,969,purchased,out of product,76,576,3.6
886,3702,purchased,out of product,219,974,1.6
887,4611,purchased,in stock,72,596,3.7
888,9634,incart,in stock,318,986,3.0
889,8504,incart,out of product,68,555,3.7
890,975,incart,out of product,63,476,2.1
891,2142,purchased,in stock,361,863,1.5
892,6134,incart,out of product,19,290,1.2
893,6839,purchased,out of product,436,565,1.9
894,6825,purchased,out of product,80,294,2.9
895,7109,incart,in stock,267,753,3.4
896,4897,purchased,in stock,229,215,4.0
897,8103,purchased,in stock,209,293,3.5
898,1332,purchased,in stock,73,410,1.8
899,7957,incart,in stock,279,335,3.1
900,3427,incart,out of product,152,761,2.4
901,7195,incart,out of product,466,116,2.3
902,1908,purchased,in stock,121,458,4.9
903,4371,purchased,in stock,312,764,3.8
904,498,purchased,out of product,44,840,4.0
905,167,incart,out of product,106,204,2.1
906,4022,incart,in stock,251,529,3.7
907,3912,incart,out of product,307,861,1.7
908,1081,purchased,in stock,376,280,3.7
909,195,incart,in stock,80,644,3.8
910,4650,incart,out of product,125,686,3.7
911,9112,purchased,out of product,436,728,4.4
912,640,purchased,in stock,274,320,3.6
913,5824,purchased,in stock,77,767,5.0
914,6752,incart,in stock,368,465,4.1
915,8034,incart,out of product,401,99,4.8
916,5759,incart,in stock,243,805,4.8
917,9817,incart,in stock,413,949,4.6
918,5614,purchased,in stock,33,80,2.0
919,3006,purchased,out of product,471,292,3.1
920,7391,incart,in stock,405,982,1.6
921,3853,purchased,out of product,292,234,3.1
922,2170,incart,out of product,80,608,3.2
923,4598,incart,in stock,284,587,2.3
924,5644,purchased,in stock,118,386,4.3
925,5781,incart,in stock,283,113,2.6
926,4111,purchased,out of product,186,334,4.9
927,6429,incart,in stock,227,412,2.1
928,166,purchased,out of product,390,924,3.6
929,4217,purchased,out of product,406,25,4.0
930,6275,incart,in stock,358,465,4.8
931,2240,purchased,out of product,392,949,4.9
932,2654,incart,in stock,207,760,3.1
933,1760,incart,out of product,439,576,2.3
934,5273,purchased,out of product,270,457,1.7
935,8450,incart,out of product,365,744,2.3
936,219,incart,in stock,176,127,1.5
937,9188,purchased,out of product,408,945,4.9
938,1591,incart,out of product,323,235,3.3
939,2512,purchased,out of product,447,380,2.7
940,6661,purchased,in stock,391,437,3.6
941,7251,purchased,in stock,113,873,3.5
942,7414,purchased,in stock,37,517,2.3
943,990,incart,out of product,254,466,3.0
944,4662,incart,in stock,326,706,1.6
945,7692,purchased,out of product,223,393,3.7
946,3361,incart,in stock,354,638,4.7
947,3139,purchased,in stock,450,371,2.3
948,1621,purchased,out of product,499,790,1.5
949,2029,incart,in stock,406,467,2.7
950,2537,incart,out of product,413,269,1.5
951,9252,incart,out of product,68,886,2.0
952,1560,purchased,out of product,405,798,1.1
953,5223,incart,out of product,84,549,3.4
954,6791,purchased,in stock,82,294,3.8
955,6239,incart,out of product,285,787,4.3
956,2509,incart,in stock,193,32,4.9
957,8404,purchased,out of product,129,434,3.6
958,2102,incart,out of product,218,59,3.8
959,5549,incart,in stock,169,453,4.9
960,6541,incart,out of product,3,727,2.5
961,3482,incart,in stock,125,491,3.3
962,5343,incart,in stock,172,628,2.5
963,9666,purchased,in stock,414,13,1.6
964,8898,incart,in stock,72,64,2.2
965,5152,incart,out of product,371,315,4.5
966,9582,purchased,out of product,366,273,4.6
967,810,purchased,out of product,169,846,2.9
968,3275,incart,in stock,460,166,4.6
969,4409,incart,in stock,165,530,3.0
970,3695,incart,out of product,442,21,4.9
971,8256,incart,out of product,147,525,2.7
972,3447,incart,out of product,61,900,2.8
973,9434,incart,out of product,291,240,1.2
974,4627,incart,out of product,210,210,2.3
975,5109,incart,out of product,115,101,4.6
976,2062,purchased,in stock,245,74,3.7
977,3985,purchased,in stock,161,498,1.9
978,4140,purchased,in stock,481,207,4.0
979,7385,purchased,in stock,143,563,5.0
980,7902,purchased,in stock,259,705,4.6
981,8430,purchased,in stock,324,898,3.6
982,7840,purchased,in stock,287,551,4.3
983,7026,incart,out of product,367,163,4.3
984,4373,incart,in stock,400,683,3.4
985,9726,incart,out of product,192,466,1.9
986,8678,purchased,out of product,25,565,4.8
987,3512,incart,out of product,390,953,2.1
988,6458,incart,in stock,190,365,2.2
989,9454,incart,out of product,414,404,4.1
990,5759,incart,in stock,102,681,1.2
991,9557,incart,out of product,457,831,4.4
992,7672,purchased,out of product,218,559,4.6
993,3757,incart,out of product,256,586,2.0
994,9678,incart,out of product,426,901,1.6
995,6793,incart,out of product,367,427,3.9
996,9973,incart,in stock,380,276,3.4
997,9324,purchased,in stock,119,798,1.2
998,4362,incart,out of product,84,924,2.4
999,7669,incart,in stock,230,95,4.8
1000,5615,purchased,out of product,91,686,3.0
1001,9663,purchased,in stock,304,974,4.6
1002,1934,purchased,in stock,203,999,3.0
1003,1360,incart,out of product,119,159,3.0
1004,1379,incart,out of product,319,378,3.1
1005,9561,purchased,in stock,24,20,4.4
1006,5636,purchased,in stock,442,464,4.2
1007,8467,incart,in stock,371,178,1.5
1008,2415,purchased,out of product,253,807,3.9
1009,5337,incart,out of product,190,570,3.7
1010,1162,incart,out of product,181,736,4.3
1011,512,purchased,in stock,476,255,4.3
1012,7246,purchased,in stock,386,129,2.4
1013,8428,purchased,out of product,442,325,4.1
1014,2523,purchased,out of product,421,502,2.8
1015,3235,purchased,out of product,399,809,1.8
1016,7673,purchased,in stock,477,485,1.5
1017,840,purchased,out of product,169,896,4.4
1018,7792,purchased,out of product,12,408,2.2
1019,3613,incart,in stock,130,372,3.9
1020,4108,purchased,out of product,458,969,3.7
1021,7348,purchased,in stock,40,926,1.4
1022,7348,purchased,out of product,310,332,1.3
1023,2268,incart,out of product,489,58,1.9
1024,968,purchased,out of product,325,266,4.4
1025,2562,incart,in stock,230,182,3.2
1026,1263,incart,in stock,120,244,3.4
1027,1687,purchased,in stock,488,691,1.2
1028,4586,incart,out of product,222,913,3.5
1029,6463,purchased,in stock,247,509,3.6
1030,2127,incart,in stock,405,541,4.2
1031,2453,incart,in stock,156,508,3.4
1032,3286,incart,in stock,50,719,2.5
1033,8044,incart,out of product,407,827,3.9
1034,1072,purchased,in stock,227,484,3.6
1035,3884,incart,out of product,353,187,4.2
1036,1673,purchased,in stock,339,12,1.3
1037,8576,incart,in stock,285,660,3.7
1038,2263,incart,out of product,371,306,1.1
1039,8842,incart,out of product,164,618,2.9
1040,5341,purchased,out of product,7,551,4.9
1041,1580,purchased,in stock,134,324,4.9
1042,2049,purchased,in stock,297,353,3.8
1043,3799,incart,in stock,429,787,1.3
1044,7270,purchased,out of product,5,700,3.5
1045,9603,incart,in stock,132,353,1.1
1046,4914,incart,out of product,9,344,2.0
1047,2890,incart,in stock,229,86,2.5
1048,8042,incart,in stock,213,678,1.2
1049,7505,incart,in stock,411,446,2.2
1050,4100,purchased,in stock,118,425,2.0
1051,6774,purchased,in stock,253,618,4.6
1052,9846,purchased,out of product,88,794,4.0
1053,4986,incart,in stock,420,854,3.9
1054,8083,purchased,out of product,18,732,1.1
1055,3949,purchased,in stock,275,825,4.7
1056,5916,purchased,out of product,243,929,4.9
1057,457,purchased,in stock,93,244,4.8
1058,280,purchased,in stock,376,318,3.2
1059,9891,incart,in stock,94,427,1.7
1060,4445,incart,in stock,447,751,2.6
1061,8959,incart,out of product,114,678,2.5
1062,5441,purchased,in stock,97,408,1.1
1063,5318,incart,in stock,9,290,1.7
1064,5418,incart,in stock,245,244,3.1
1065,1367,purchased,in stock,432,687,2.3
1066,1281,purchased,out of product,13,450,3.1
1067,2274,incart,in stock,105,799,1.4
1068,8568,incart,out of product,202,398,3.0
1069,2926,incart,out of product,41,711,1.1
1070,5298,purchased,in stock,286,287,2.8
1071,9526,incart,out of product,128,303,3.6
1072,3367,purchased,out of product,257,10,5.0
1073,4842,incart,out of product,281,489,4.6
1074,7108,purchased,in stock,47,713,2.8
1075,5138,purchased,in stock,107,328,1.7
1076,8661,purchased,in stock,320,972,1.4
1077,1124,purchased,in stock,262,494,4.0
1078,5267,incart,out of product,308,536,2.8
1079,7941,purchased,out of product,259,391,2.0
1080,116,purchased,in stock,260,722,2.2
1081,7774,purchased,in stock,306,300,3.1
1082,7532,purchased,out of product,32,40,1.9
1083,9503,purchased,out of product,170,544,2.8
1084,1009,incart,in stock,264,459,2.0
1085,4648,purchased,in stock,221,290,3.0
1086,7314,purchased,out of product,414,389,4.4
1087,2723,purchased,out of product,27,278,2.8
1088,5158,purchased,in stock,162,294,2.1
1089,8532,purchased,in stock,141,304,4.7
1090,1051,purchased,in stock,403,262,4.5
1091,6021,incart,out of product,440,437,3.8
1092,1568,purchased,out of product,44,368,2.3
1093,3996,purchased,in stock,119,465,4.0
1094,4891,purchased,out of product,124,698,1.1
1095,3133,incart,in stock,55,815,4.5
1096,993,incart,in stock,491,696,3.9
1097,6401,incart,in stock,264,533,1.5
1098,5672,incart,out of product,299,529,3.1
1099,2098,purchased,in stock,374,676,1.7
1100,8634,incart,out of product,306,191,2.5
1101,2706,incart,in stock,418,547,3.8
1102,1784,incart,in stock,51,828,3.5
1103,8838,purchased,out of product,81,758,1.7
1104,2180,incart,in stock,77,554,2.7
1105,1741,incart,in stock,243,367,4.8
1106,4420,incart,out of product,148,62,4.1
1107,4284,incart,in stock,447,795,4.1
1108,9543,incart,out of product,213,486,2.2
1109,3429,purchased,in stock,140,237,1.7
1110,2122,purchased,in stock,1,838,1.9
1111,4485,incart,in stock,193,831,2.4
1112,5731,incart,in stock,33,569,4.3
1113,1928,purchased,out of product,291,360,4.7
1114,546,incart,in stock,10,890,4.2
1115,9274,purchased,out of product,487,653,2.3
1116,4839,incart,out of product,195,709,4.6
1117,7843,incart,in stock,244,319,1.5
1118,3721,incart,out of product,245,107,3.8
1119,7543,incart,out of product,104,65,4.8
1120,485,purchased,out of product,252,814,2.1
1121,8877,incart,out of product,339,71,2.6
1122,5668,incart,in stock,360,85,2.3
1123,6533,purchased,in stock,468,93,2.3
1124,2688,incart,out of product,435,538,2.3
1125,8787,incart,in stock,403,781,1.1
1126,3596,incart,in stock,367,688,4.9
1127,2545,incart,out of product,225,409,2.3
1128,351,incart,in stock,112,796,3.4
1129,5860,incart,in stock,367,143,4.1
1130,1641,purchased,out of product,79,467,3.1
1131,3749,purchased,out of product,198,886,3.1
1132,8202,incart,in stock,496,219,3.1
1133,5963,incart,out of product,85,447,4.7
1134,7048,incart,in stock,465,20,3.6
1135,9752,incart,in stock,269,480,1.6
1136,832,purchased,in stock,216,517,2.3
1137,3358,purchased,in stock,461,337,2.2
1138,9154,incart,out of product,387,525,1.8
1139,426,incart,out of product,207,24,1.3
1140,5167,incart,in stock,70,765,4.8
1141,7476,incart,out of product,186,181,2.8
1142,1546,incart,out of product,5,131,4.2
1143,3498,incart,in stock,319,359,4.5
1144,8030,incart,in stock,470,990,1.8
1145,1072,incart,in stock,424,595,3.8
1146,4220,incart,in stock,332,494,2.6
1147,8636,incart,out of product,424,260,3.1
1148,5142,incart,out of product,335,708,1.4
1149,6232,incart,in stock,373,399,2.9
1150,5153,incart,in stock,496,83,2.8
1151,460,purchased,out of product,75,337,1.3
1152,8408,purchased,in stock,157,251,1.4
1153,8502,purchased,in stock,44,674,1.5
1154,1269,purchased,out of product,115,473,2.2
1155,8013,incart,out of product,143,202,1.1
1156,7527,purchased,in stock,237,212,2.5
1157,5281,purchased,out of product,168,60,1.2
1158,4476,purchased,in stock,0,280,3.2
1159,3353,purchased,in stock,375,998,3.8
1160,6279,incart,out of product,320,166,1.1
1161,637,incart,out of product,369,186,1.7
1162,6393,purchased,in stock,223,566,1.6
1163,2257,purchased,in stock,107,275,2.2
1164,6617,purchased,in stock,181,441,3.2
1165,2561,incart,in stock,494,242,1.6
1166,3752,purchased,out of product,368,316,3.2
1167,1098,purchased,out of product,63,646,1.6
1168,8215,purchased,in stock,225,177,3.3
1169,9040,purchased,out of product,116,72,1.2
1170,169,purchased,in stock,179,478,2.7
1171,1558,incart,out of product,458,917,3.9
1172,3807,purchased,out of product,388,982,1.7
1173,3387,purchased,out of product,85,368,4.9
1174,7953,incart,out of product,50,546,4.4
1175,3186,purchased,in stock,286,58,4.9
1176,9052,incart,out of product,305,329,2.7
1177,2982,purchased,in stock,119,176,3.2
1178,3494,purchased,in stock,364,729,3.7
1179,9340,purchased,in stock,139,738,4.5
1180,5742,incart,out of product,299,167,2.1
1181,7780,purchased,out of product,419,219,1.4
1182,1912,purchased,out of product,1,698,2.2
1183,3316,incart,in stock,467,805,4.1
1184,2805,incart,in stock,16,315,2.3
1185,4720,purchased,out of product,289,731,4.1
1186,6028,purchased,out of product,79,445,4.7
1187,3488,incart,in stock,8,844,4.4
1188,184,purchased,out of product,413,883,3.8
1189,4429,purchased,out of product,202,77,4.6
1190,5372,incart,out of product,341,138,2.3
1191,4973,incart,in stock,49,687,4.7
1192,6135,purchased,out of product,364,861,2.5
1193,4135,incart,out of product,424,988,1.2
1194,2762,purchased,in stock,434,709,1.9
1195,9343,incart,in stock,406,459,4.6
1196,441,purchased,in stock,118,33,3.4
1197,4379,incart,in stock,111,903,3.1
1198,6795,incart,in stock,237,292,4.1
1199,786,purchased,in stock,462,526,2.9
1200,1390,incart,in stock,224,487,1.9
1201,3746,purchased,in stock,75,558,2.6
1202,8692,purchased,in stock,453,857,1.8
1203,2149,purchased,in stock,37,808,1.1
1204,9007,incart,in stock,395,80,3.3
1205,7957,incart,in stock,31,589,4.0
1206,9940,purchased,in stock,201,458,4.3
1207,6921,purchased,in stock,20,212,2.0
1208,426,purchased,in stock,243,13,3.1
1209,5986,incart,out of product,197,142,1.2
1210,8345,incart,out of product,26,506,2.8
1211,1095,incart,in stock,263,843,4.8
1212,8848,incart,out of product,366,69,2.4
1213,4528,incart,out of product,225,472,3.1
1214,5319,purchased,out of product,123,863,3.7
1215,4565,incart,in stock,494,252,4.4
1216,9699,purchased,in stock,383,276,4.3
1217,6155,purchased,out of product,170,250,2.6
1218,4132,incart,out of product,142,294,1.6
1219,2328,purchased,in stock,126,708,3.4
1220,9846,incart,in stock,291,970,2.3
1221,3000,purchased,out of product,359,643,4.5
1222,1862,incart,out of product,240,325,4.0
1223,2959,incart,out of product,401,428,1.7
1224,4746,incart,in stock,303,469,3.8
1225,3687,purchased,in stock,134,513,4.1
1226,9890,purchased,in stock,366,210,3.1
1227,4637,purchased,in stock,231,812,3.4
1228,3964,incart,in stock,310,744,1.9
1229,3582,purchased,in stock,104,261,2.0
1230,9154,incart,out of product,239,727,4.6
1231,623,purchased,in stock,17,605,1.3
1232,8944,purchased,in stock,128,374,4.8
1233,5004,incart,in stock,430,876,2.7
1234,9282,purchased,out of product,169,106,1.6
1235,5568,incart,in stock,50,963,4.0
1236,4104,incart,in stock,437,379,2.7
